41.026723,28.971749
41.067898,28.972728
41.058914,28.97408
41.043984,28.979586
41.092903,28.9798
41.046367,28.980021
41.033722,28.980947
41.047918,28.982896
41.045396,28.984352
41.070272,28.985976
41.033634,28.986418
41.069821,28.987617
41.096365,28.989615
41.051589,28.990307
41.061103,28.992362
41.05621,28.993224
41.052398,28.994476
41.062,28.995216
41.048054,28.997218
41.090992,28.997373
41.044097,28.998145
41.090774,28.998609
41.081005,28.998612
41.09396,28.99949
41.081678,28.99965
41.070293,29.000516
41.086038,29.001623
41.087341,29.001991
41.083282,29.003214
41.120463,29.003964
41.057338,29.004458
41.071194,29.004627
41.11748,29.00468
41.048399,29.007266
41.059291,29.008257
41.045569,29.010027
41.050177,29.021217
41.053984,29.021716
41.053725,29.023175
41.052682,29.026303
41.063831,29.026995
41.064307,29.027799
41.131613,29.028815
41.073463,29.029076
41.140528,29.03002
41.074568,29.032985
41.089411,29.033073
41.083244,29.033422
41.158081,29.034453
41.180179,29.034785
41.087871,29.036127
41.074586,29.037992
41.078267,29.038265
41.12334,29.040535
41.130185,29.041629
41.086549,29.041779
41.12928,29.042487
41.078823,29.044322
41.097243,29.045267
41.141746,29.047233
41.09631,29.047835
41.135179,29.048764
41.138912,29.049869
41.129118,29.050416
41.114765,29.050813
41.136908,29.051253
41.13842,29.051835
41.138266,29.051843
41.173318,29.052117
41.137975,29.052122
41.09119,29.052186
41.172492,29.052202
41.111305,29.052787
41.100957,29.053495
41.093325,29.05416
41.114797,29.055533
41.116374,29.055941
41.10584,29.056885
41.125142,29.057593
41.12253,29.060805
41.117355,29.061858
41.118474,29.064994
41.121521,29.070382
